step,version,age,batch,loss,pg_loss,kl_loss,adv_mean,reward,rollout/n_total,rollout/n_appended,rollout/n_eos,rollout/n_budget,rollout/n_loop,rollout/n_invalid,rollout/n_empty,rollout/valid_rate,rollout/generated_tokens,rollout/valid_tokens,rollout/wall_time,rollout/rollout_tokens,rollout/expected_rollout_tokens,rollout/budgets_used,rollout/teacher_forward_tokens,rollout/loop_periods,rollout/temperature,rollout/repetition_penalty,rollout/loop_min_len,rollout/source,rollout/budget_utilization,rollout/truncation_rate,rollout/loop_rate,rollout/eos_rate,rollout/accuracy_proxy,rollout/raw_tok_per_sec,rollout/valid_tok_per_sec,rollout/useful_per_token,hit_rate,refresh_age_p95,reuse_p95,max_length_ratio,cache_health/status,cache_health/reason,lookup/total,lookup/hit,lookup/miss,lookup/invalid,lookup/duplicate,lookup/hit_rate,refresh_train/skipped,refresh_train/skip_reason,refresh_pool/size,pool
0,1,1,4,0.3058638572692871,0.3058638572692871,-1.2699074430910784e-11,-0.4375,-0.4375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,2,4,1.9726157188415527,0.4384591579437256,3.0683131217956543,-0.60546875,-0.26171875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3,3,4,1.2840430736541748,0.37068605422973633,1.826714038848877,-0.4765625,-0.263671875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,4,4,4,1.2516562938690186,0.43527549505233765,1.6327617168426514,-0.51171875,-0.3515625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,5,5,4,1.2208832502365112,0.39433932304382324,1.653087854385376,-0.48046875,-0.41015625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,6,6,4,1.2069019079208374,0.5306394100189209,1.352524995803833,-0.5703125,-0.46875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,7,6,4,1.0905787944793701,0.5447691679000854,1.0916192531585693,-0.34765625,-0.64453125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,8,7,4,0.8611786365509033,0.38939356803894043,0.9435701370239258,-0.33984375,-0.55859375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,9,8,4,1.006418228149414,0.4037865400314331,1.205263376235962,-0.26171875,-0.412109375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,10,9,4,0.951230525970459,0.4425485134124756,1.0173640251159668,-0.341796875,-0.6796875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,11,9,4,1.0327165126800537,0.4165351986885071,1.2323626279830933,-0.36328125,-0.62109375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,12,9,4,0.9675755500793457,0.45193663239479065,1.0312777757644653,-0.43359375,-0.546875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,13,10,4,1.0340461730957031,0.511876106262207,1.0443401336669922,-0.53125,-0.60546875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,14,10,4,0.8437532186508179,0.46872660517692566,0.7500532865524292,-0.52734375,-0.484375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,15,10,4,1.0083930492401123,0.49583351612091064,1.0251189470291138,-0.6171875,-0.6328125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,16,10,4,0.8298532962799072,0.4422161877155304,0.7752741575241089,-0.6015625,-0.62890625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,17,10,4,1.0375375747680664,0.40146034955978394,1.2721545696258545,-0.484375,-0.58203125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,18,10,4,0.8373653888702393,0.3999559283256531,0.8748189806938171,-0.494140625,-0.6171875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,19,10,4,0.8070224523544312,0.4248114824295044,0.7644219398498535,-0.5625,-0.55859375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,20,10,4,0.7794021368026733,0.44888871908187866,0.6610268354415894,-0.6328125,-0.64453125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,8,8,0,8,0,0,0,1.0,4096,4096,2.4888939633965492,4096,4096,4096,8192,"(2, 3, 4)",0.7,1.0,8,student,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,1.0,,,,4096,,,,,,,,,1.0,1.0,0.0,0.0,1.0,1645.7109303323882,1645.7109303323882,0.001953125,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,1.0,,,,4096,,,,,,,,,1.0,1.0,0.0,0.0,1.0,1645.7109303323882,1645.7109303323882,0.001953125,1.0,0,0,0,HEALTHY,,0,0,0,0,0,0.0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,8,
20,22,0,4,0.6244706511497498,0.146450012922287,0.9560413360595703,-0.2058628499507904,-0.20714342594146729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,refresh
21,24,0,4,0.672704815864563,0.35797029733657837,0.6294690370559692,-0.5848463177680969,-0.5847703218460083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,refresh
