step,version,age,batch,loss,pg_loss,kl_loss,adv_mean,reward,eval_reward
0,1,1,4,0.4672480821609497,0.4672480821609497,4.3545037020642496e-10,-0.7734375,-0.7734375,
1,2,2,4,0.5240549445152283,0.46490901708602905,2.9572970867156982,-0.5390625,-0.349609375,
2,3,3,4,0.471264511346817,0.39997953176498413,3.5642495155334473,-0.51953125,-0.220703125,
3,4,4,4,0.4516129791736603,0.4074225425720215,2.2095212936401367,-0.5234375,-0.24609375,
4,5,5,4,0.46596887707710266,0.4088515043258667,2.8558688163757324,-0.51953125,-0.1328125,
5,6,6,4,0.47558897733688354,0.39198553562164307,4.180172920227051,-0.515625,-0.0947265625,
6,7,6,4,0.43295159935951233,0.37406930327415466,2.9441146850585938,-0.455078125,-0.189453125,
7,8,7,4,0.4560605585575104,0.37560078501701355,4.022988319396973,-0.6171875,-0.1318359375,
8,9,8,4,0.4127480387687683,0.3487609922885895,3.199352979660034,-0.48046875,-0.1826171875,
9,10,8,4,0.2506486773490906,0.19271230697631836,2.8968191146850586,-0.205078125,-0.057373046875,
10,11,8,4,0.2486782670021057,0.18926122784614563,2.9708521366119385,-0.20703125,-0.08251953125,
11,12,8,4,0.20007577538490295,0.13778424263000488,3.1145763397216797,-0.1494140625,-0.036376953125,
12,13,8,4,0.2438611090183258,0.1783849149942398,3.2738099098205566,-0.1806640625,-0.10888671875,
13,14,8,4,0.23209314048290253,0.18501707911491394,2.3538031578063965,-0.2138671875,-0.10791015625,
14,15,9,4,0.17621050775051117,0.1366349458694458,1.9787780046463013,-0.162109375,-0.048095703125,
15,16,9,4,0.16183865070343018,0.10671557486057281,2.7561535835266113,-0.11962890625,-0.0126953125,
16,17,9,4,0.1570291370153427,0.09630461037158966,3.036226272583008,-0.10205078125,0.01397705078125,
17,18,9,4,0.20435956120491028,0.14029866456985474,3.203044891357422,-0.177734375,-0.042724609375,
18,19,9,4,0.13973495364189148,0.06909550726413727,3.5319724082946777,-0.07666015625,0.050537109375,
19,20,10,4,0.13605505228042603,0.08110052347183228,2.7477264404296875,-0.0693359375,0.0103759765625,-0.002770854320260696
20,21,10,4,0.15266281366348267,0.08765807002782822,3.250236749649048,-0.0693359375,-0.00872802734375,
21,22,10,4,0.1998906433582306,0.12634578347206116,3.6772427558898926,-0.1484375,-0.00927734375,
22,23,10,4,0.1632043421268463,0.0845387876033783,3.9332780838012695,-0.07177734375,0.05615234375,
23,24,10,4,0.12148832529783249,0.04496435821056366,3.8261983394622803,-0.048095703125,0.068359375,
24,25,10,4,0.17832958698272705,0.0996055081486702,3.936204433441162,-0.10107421875,-0.01153564453125,
25,26,10,4,0.12315062433481216,0.05454079061746597,3.4304919242858887,-0.02880859375,0.044677734375,
26,27,10,4,0.14670488238334656,0.06407475471496582,4.131505966186523,-0.00482177734375,0.0247802734375,
27,28,9,4,0.14559027552604675,0.07756967097520828,3.4010303020477295,-6.437301635742188e-05,0.0223388671875,
28,29,9,4,0.11164774745702744,0.022013835608959198,4.481695652008057,0.051025390625,0.0693359375,
29,30,10,4,0.10487920790910721,0.040300846099853516,3.2289183139801025,-0.02880859375,0.04541015625,
30,31,10,4,0.08970598876476288,0.021549968048930168,3.4078011512756348,0.0234375,0.046630859375,
31,32,10,4,0.09023117274045944,0.008493040688335896,4.086906433105469,0.038330078125,0.08642578125,
32,33,10,4,0.09344989061355591,0.022569216787815094,3.5440337657928467,0.0223388671875,0.047119140625,
33,34,10,4,0.03485868126153946,-0.04485508054494858,3.9856882095336914,0.0947265625,0.1455078125,
34,35,10,4,0.018831990659236908,-0.0609806627035141,3.9906327724456787,0.099609375,0.1923828125,
35,36,10,4,0.044432930648326874,-0.03579714149236679,4.01150369644165,0.08056640625,0.181640625,
36,37,10,4,0.028881754726171494,-0.05234159901738167,4.0611677169799805,0.0712890625,0.21875,
37,38,10,4,0.019667204469442368,-0.03853901848196983,2.910311222076416,0.07666015625,0.20703125,
38,39,10,4,0.06027926504611969,-0.03401971608400345,4.714949131011963,0.076171875,0.169921875,
39,40,10,4,0.030756521970033646,-0.05892171338200569,4.483911991119385,0.1162109375,0.2119140625,0.12452393991407007
40,41,10,4,0.050495266914367676,-0.039978064596652985,4.523666858673096,0.09130859375,0.1513671875,
41,42,10,4,-0.013342857360839844,-0.09306292235851288,3.9860033988952637,0.1591796875,0.24609375,
42,43,10,4,0.07732212543487549,-0.022209161892533302,4.976564407348633,0.07958984375,0.11962890625,
43,44,10,4,0.048116110265254974,-0.07199056446552277,6.00533390045166,0.1826171875,0.1767578125,
44,45,10,4,0.09238962829113007,0.001696718973107636,4.5346455574035645,0.07080078125,0.07861328125,
45,46,10,4,0.04098396375775337,-0.04385722056031227,4.242059230804443,0.177734375,0.1376953125,
46,47,10,4,0.043489761650562286,-0.04166105389595032,4.257540702819824,0.162109375,0.1328125,
47,48,10,4,0.008288472890853882,-0.07545463740825653,4.187155723571777,0.2021484375,0.2041015625,
48,49,9,4,0.09267446398735046,-0.059109676629304886,7.589206695556641,0.146484375,0.173828125,
49,50,9,4,0.09840983897447586,0.032546453177928925,3.2931694984436035,0.0791015625,0.1259765625,
50,51,10,4,0.05659347027540207,-0.04073355346918106,4.866351127624512,0.18359375,0.263671875,
51,52,10,4,0.013844646513462067,-0.06804889440536499,4.094676971435547,0.193359375,0.298828125,
52,53,10,4,0.09656646847724915,0.0014626877382397652,4.755188941955566,0.1171875,0.265625,
53,54,10,4,0.058678098022937775,-0.0405372679233551,4.960768222808838,0.130859375,0.25390625,
54,55,10,4,0.0883195549249649,-0.019513696432113647,5.39166259765625,0.09912109375,0.23046875,
55,56,10,4,0.04481452330946922,-0.05524758622050285,5.003105640411377,0.1083984375,0.2119140625,
56,57,10,4,-0.06521978229284286,-0.16048699617385864,4.763360977172852,0.23046875,0.36328125,
57,58,10,4,-0.08873191475868225,-0.178583562374115,4.492582321166992,0.259765625,0.314453125,
58,59,10,4,0.039975959807634354,-0.05189329758286476,4.593462944030762,0.1572265625,0.1826171875,
59,60,10,4,0.01373659074306488,-0.0971314013004303,5.543399810791016,0.263671875,0.306640625,0.22525422577746212
60,61,10,4,0.03628459572792053,-0.06224678456783295,4.926568984985352,0.2021484375,0.21484375,
61,62,10,4,-0.07088897377252579,-0.17027400434017181,4.96925163269043,0.30859375,0.359375,
62,63,10,4,-0.0072442516684532166,-0.10193011164665222,4.734292984008789,0.240234375,0.2451171875,
63,64,10,4,-0.04048146307468414,-0.14462910592556,5.2073822021484375,0.271484375,0.30078125,
64,65,10,4,-0.11059236526489258,-0.19714128971099854,4.327446460723877,0.37109375,0.4140625,
65,66,10,4,-0.08417391777038574,-0.19130396842956543,5.356502532958984,0.32421875,0.400390625,
66,67,10,4,-0.025640420615673065,-0.10661047697067261,4.0485029220581055,0.1943359375,0.2392578125,
67,68,10,4,-0.054136231541633606,-0.13920468091964722,4.253422737121582,0.228515625,0.28125,
68,69,9,4,0.05646871030330658,-0.04610738903284073,5.128805160522461,0.2119140625,0.328125,
69,70,10,4,-0.06602375954389572,-0.15543413162231445,4.470518589019775,0.294921875,0.326171875,
70,71,10,4,-0.012161388993263245,-0.1325780153274536,6.02083158493042,0.27734375,0.36328125,
71,72,10,4,0.018682323396205902,-0.08814699947834015,5.341466426849365,0.2138671875,0.2490234375,
72,73,10,4,-0.07969832420349121,-0.1824709177017212,5.138629913330078,0.328125,0.384765625,
73,74,10,4,-0.07035531848669052,-0.18369218707084656,5.666843414306641,0.337890625,0.361328125,
74,75,10,4,-0.04661669582128525,-0.15351887047290802,5.345108985900879,0.28125,0.310546875,
75,76,10,4,-0.05729687213897705,-0.18684643507003784,6.47747802734375,0.31640625,0.35546875,
76,77,10,4,-0.04525817185640335,-0.16268214583396912,5.871198654174805,0.29296875,0.361328125,
77,78,10,4,-0.03596235066652298,-0.1525026112794876,5.82701301574707,0.28125,0.34765625,
78,79,10,4,-0.028741225600242615,-0.14371266961097717,5.74857234954834,0.271484375,0.359375,
79,80,10,4,-0.04750986397266388,-0.1547052264213562,5.359768390655518,0.279296875,0.337890625,0.31886450154706836
80,81,10,4,-0.09973004460334778,-0.21408212184906006,5.717604160308838,0.384765625,0.41796875,
81,82,10,4,-0.08839716017246246,-0.20716245472431183,5.938264846801758,0.37109375,0.408203125,
82,83,10,4,-0.08013110607862473,-0.17193053662776947,4.589971542358398,0.291015625,0.283203125,
83,84,10,4,-0.09354022890329361,-0.18212398886680603,4.429188251495361,0.3671875,0.333984375,
84,85,10,4,-0.09697879105806351,-0.20124514400959015,5.21331787109375,0.404296875,0.37109375,
85,86,10,4,-0.03791782259941101,-0.14096227288246155,5.152222633361816,0.34375,0.283203125,
86,87,10,4,-0.08848044276237488,-0.20050036907196045,5.600996494293213,0.453125,0.396484375,
87,88,10,4,-0.026643306016921997,-0.1368425041437149,5.509960174560547,0.345703125,0.287109375,
88,89,9,4,-0.11765509843826294,-0.23168103396892548,5.701296806335449,0.416015625,0.41796875,
89,90,10,4,-0.08297339081764221,-0.18873849511146545,5.288255214691162,0.359375,0.3671875,
