step,version,age,batch,loss,pg_loss,kl_loss,adv_mean,reward,eval_reward,rollout/n_total,rollout/n_appended,rollout/n_eos,rollout/n_budget,rollout/n_loop,rollout/n_invalid,rollout/n_empty,rollout/valid_rate,rollout/generated_tokens,rollout/valid_tokens,rollout/wall_time,rollout/rollout_tokens,rollout/expected_rollout_tokens,rollout/budgets_used,rollout/teacher_forward_tokens,rollout/loop_periods,rollout/temperature,rollout/repetition_penalty,rollout/loop_min_len,rollout/source,rollout/budget_utilization,rollout/truncation_rate,rollout/loop_rate,rollout/eos_rate,rollout/accuracy_proxy,rollout/raw_tok_per_sec,rollout/valid_tok_per_sec,rollout/useful_per_token,hit_rate,refresh_age_p95,reuse_p95,max_length_ratio,cache_health/status,cache_health/reason,lookup/total,lookup/hit,lookup/miss,lookup/invalid,lookup/duplicate,lookup/hit_rate,refresh_train/skipped,refresh_train/skip_reason,refresh_pool/size,pool
0,1,1,4,0.4672480821609497,0.4672480821609497,4.3545037020642496e-10,-0.7734375,-0.7734375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,2,4,0.5246015191078186,0.4653172492980957,2.96421480178833,-0.5390625,-0.349609375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3,3,4,0.47794973850250244,0.4068542420864105,3.554774761199951,-0.51953125,-0.22265625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,4,4,4,0.45996084809303284,0.4165465235710144,2.1707162857055664,-0.5234375,-0.26953125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,5,5,4,0.5499540567398071,0.485706090927124,3.2123990058898926,-0.68359375,-0.20703125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,6,6,4,0.44187748432159424,0.3859817385673523,2.7947874069213867,-0.58203125,-0.1396484375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,7,6,4,0.4263286888599396,0.3345209062099457,4.590389251708984,-0.40625,-0.1650390625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,8,6,4,0.3094289302825928,0.2633894681930542,2.301973342895508,-0.30078125,-0.15234375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,9,6,4,0.25575095415115356,0.20614996552467346,2.480048656463623,-0.2080078125,-0.11865234375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,10,7,4,0.27921220660209656,0.2254987359046936,2.6856729984283447,-0.2294921875,-0.11669921875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,11,7,4,0.25973787903785706,0.19344192743301392,3.314797878265381,-0.23046875,-0.107421875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,12,7,4,0.23525455594062805,0.13007089495658875,5.259182929992676,-0.09130859375,-0.043701171875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,13,7,4,0.23054014146327972,0.16489022970199585,3.2824957370758057,-0.2138671875,-0.04736328125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,14,7,4,0.1873125433921814,0.12731531262397766,2.999861717224121,-0.13671875,-0.0233154296875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,15,8,4,0.1745065599679947,0.1234138011932373,2.554637908935547,-0.177734375,-0.059326171875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,16,9,4,0.17284537851810455,0.11894673109054565,2.694932460784912,-0.154296875,-0.055419921875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,17,9,4,0.16981369256973267,0.10666292905807495,3.1575379371643066,-0.11279296875,0.01318359375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,18,9,4,0.14026391506195068,0.08691803365945816,2.667294502258301,-0.07373046875,-0.01348876953125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,19,9,4,0.1877547651529312,0.13218680024147034,2.778398036956787,-0.1328125,-0.1025390625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
