step,version,age,batch,loss,pg_loss,kl_loss,adv_mean,reward,rollout/n_total,rollout/n_appended,rollout/n_eos,rollout/n_budget,rollout/n_loop,rollout/n_invalid,rollout/n_empty,rollout/valid_rate,rollout/generated_tokens,rollout/valid_tokens,rollout/wall_time,rollout/rollout_tokens,rollout/expected_rollout_tokens,rollout/budgets_used,rollout/teacher_forward_tokens,rollout/loop_periods,rollout/temperature,rollout/repetition_penalty,rollout/loop_min_len,rollout/source,rollout/budget_utilization,rollout/truncation_rate,rollout/loop_rate,rollout/eos_rate,rollout/accuracy_proxy,rollout/raw_tok_per_sec,rollout/valid_tok_per_sec,rollout/useful_per_token,hit_rate,refresh_age_p95,reuse_p95,max_length_ratio,cache_health/status,cache_health/reason,lookup/total,lookup/hit,lookup/miss,lookup/invalid,lookup/duplicate,lookup/hit_rate,refresh_train/skipped,refresh_train/skip_reason,refresh_pool/size,pool
0,1,1,2,0.271320104598999,0.271320104598999,-2.8797630946542085e-11,-0.3671875,-0.3671875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,2,2,2.1450107097625732,0.4464563727378845,3.397108554840088,-0.5078125,-0.3125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3,3,2,1.7913320064544678,0.5349376201629639,2.512788772583008,-0.78515625,-0.3984375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,4,4,2,1.3582700490951538,0.4898526668548584,1.7368347644805908,-0.498046875,-0.353515625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,5,5,2,1.599642276763916,0.527306318283081,2.14467191696167,-0.6171875,-0.474609375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,6,6,2,1.5024327039718628,0.6093353033065796,1.7861948013305664,-0.5078125,-0.451171875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,7,6,2,1.1485651731491089,0.49561411142349243,1.305902123451233,-0.265625,-0.380859375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,8,7,2,1.093184471130371,0.5222124457359314,1.141944169998169,-0.361328125,-0.44921875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,9,7,2,0.8640308380126953,0.4632645845413208,0.8015324473381042,-0.515625,-0.765625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,10,7,2,0.9439356327056885,0.30978578329086304,1.2682996988296509,-0.1826171875,-0.345703125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,11,8,2,0.7945520877838135,0.3696354329586029,0.8498333096504211,-0.384765625,-0.451171875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,12,9,2,1.020411729812622,0.34016531705856323,1.3604927062988281,-0.3359375,-0.408203125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,13,9,2,1.0174673795700073,0.3701016306877136,1.2947314977645874,-0.2431640625,-0.333984375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,14,10,2,0.909816563129425,0.4466579556465149,0.9263172149658203,-0.4921875,-0.64453125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,15,10,2,0.6290009021759033,0.28195351362228394,0.6940947771072388,-0.2265625,-0.27734375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,16,10,2,0.8729349970817566,0.39113736152648926,0.9635952711105347,-0.36328125,-0.482421875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,17,10,2,1.101726770401001,0.5537015795707703,1.096050500869751,-0.82421875,-0.99609375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,18,10,2,0.966559886932373,0.5593774318695068,0.8143649697303772,-0.87890625,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,19,10,2,0.8253549933433533,0.35997244715690613,0.9307650923728943,-0.37890625,-0.423828125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,20,9,2,0.7936831712722778,0.416892409324646,0.7535815238952637,-0.52734375,-0.5859375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,8,8,0,8,0,0,0,1.0,8192,8192,4.8769323118031025,8192,8192,8192,16384,"(2, 3, 4)",0.7,1.0,8,student,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,1.0,,,,8192,,,,,,,,,1.0,1.0,0.0,0.0,1.0,1679.7444533264904,1679.7444533264904,0.0009765625,,,,,,,,,,,,,,,,
